"","datetime","country","shape","city"
"723",NA,"us","unknown","new york city (manhattan)"
"724",NA,"us","cigar","norman"
"725",NA,"us","light","las vegas"
"726",NA,NA,"light","nellis air force base (50-100 miles east of)"
"727",NA,"us","unknown","miami"
"728",NA,NA,"formation","endicott/binghamton"
"729",NA,"us","chevron","independence"
"730",NA,NA,"formation","blankenberge (belgium)"
"731",NA,"us","formation","vaughn"
"732",NA,"us","disk","sturgis"
"733",NA,"ca","cigar","markham (canada)"
"734",NA,NA,"disk","yangtzee river (china)"
"735",NA,"us","light","madera"
"736",NA,"us","sphere","stockton"
"737",NA,"us","cigar","chandler"
"738",NA,"us","unknown","belmont"
"739",NA,"us","unknown","prineville"
"740",NA,"gb","triangle","tillicoultry (central scotland) (uk/scotland)"
"741",NA,"us","triangle","wheaton"
"742",NA,"us","triangle","albuquerque"
"743",NA,"us","other","orange park"
"744",NA,"us","light","colorado springs"
"745",NA,"us","light","maryville"
"746",NA,NA,"light","healesville. victoria (australia)"
"747",NA,"us","triangle","jackson"
"748",NA,"us","diamond","jones beach"
"749",NA,"us",NA,"seattle"
"750",NA,"us","light","kansas city"
"751",NA,"us","triangle","houghton lake"
"752",NA,"us","oval","greene"
"753",NA,NA,"triangle","interstate 5 or tributary between vasilia and sacrammento"
"754",NA,"us","changing","lafayette"
"755",NA,"us","light","lynden"
"756",NA,"us","flash","albany"
"757",NA,"us","triangle","new york city (staten island)"
"758",NA,NA,"other","chulucanas-piura la vieja (peru)"
"759",NA,"us","circle","courtland"
"760",NA,NA,"formation","hong kong"
"761",NA,"us","teardrop","nebraska city"
"762",NA,"us","oval","oakland"
"763",NA,"us","other","everson"
"764",NA,"us","fireball","port townsend"
"765",NA,"us","sphere","snohomish"
"766",NA,"us","circle","sumner"
"767",NA,"us","triangle","pueblo"
"768",NA,"us","unknown","seattle"
"769",NA,"us","teardrop","seattle"
"770",NA,"us","other","seattle"
"771",NA,"us","unknown","kent"
"772",NA,"us","fireball","lynnwood"
"773",NA,"us","light","rainier"
"774",NA,"us","light","monroe"
"775",NA,NA,"light","natrona heights&#44 new kensington"
"776",NA,"us","cigar","kingston"
"777",NA,"us","egg","santa fe"
"778",NA,"us","cigar","germantown"
"779",NA,NA,"cross","karavostasi (greece)"
"780",NA,"us","other","winslow"
"781",NA,"us","teardrop","athol"
"782",NA,"us","fireball","grants"
"783",NA,"us","fireball","port hadlock"
"784",NA,"us","other","orlando"
"785",NA,"us","egg","new york city (staten island)"
"786",NA,"us","light","new york city (staten island)"
"787",NA,"us","other","castro valley"
"788",NA,"us","unknown","edmonds"
"789",NA,"us","unknown","riverton"
"790",NA,"us","changing","new york city"
"791",NA,"us","circle","saco"
"792",NA,"us","light","redmond"
"793",NA,"ca","unknown","peterborough (canada)"
"794",NA,"us","other","long beach (sports arena)"
"795",NA,"us","unknown","hartland"
"796",NA,"us","triangle","kennesaw"
"797",NA,NA,"cigar","perry township"
"798",NA,"us","unknown","san diego"
"799",NA,"us","light","bellevue"
"800",NA,"us","sphere","rye"
"801",NA,"us","other","oologah"
"802",NA,"us","circle","granville"
"803",NA,"ca","other","quesnel (canada)"
"804",NA,NA,"light","slocan park (canada)"
"805",NA,"us","light","circleville"
"806",NA,NA,"light","west central missouri"
"807",NA,"us","circle","mt. morris"
"808",NA,"us","unknown","eureka"
"809",NA,"us","cylinder","las vegas"
"810",NA,"us","oval","albuquerque"
"811",NA,"us","triangle","richmond"
"812",NA,"us","unknown","tucson"
"813",NA,NA,"other","sebastian inlet (north of)"
"814",NA,"gb","fireball","dunstable (uk/england)"
"815",NA,"us","sphere","sidney"
"816",NA,"ca","circle","saskatoon (canada)"
"817",NA,NA,"light","evergreen park/tinley park/orland park"
"818",NA,"us","light","harrisburg"
"819",NA,"us","circle","oak forest"
"820",NA,"us","light","oak forest"
"821",NA,"us","diamond","orland park"
"822",NA,"us","circle","tinley park"
"823",NA,NA,"light","midlothian/posen"
"824",NA,"us","light","orland park"
"825",NA,"us","light","orland park"
"826",NA,"us","light","midlothian"
"827",NA,"us","changing","oak forest"
"828",NA,"us","light","oak forest"
"829",NA,NA,"formation","posen/midlothian"
"830",NA,"us","circle","tinley park"
"831",NA,"us","circle","tinley park"
"832",NA,"us","formation","tinley park"
"833",NA,"us","triangle","tinley park"
"834",NA,"us","triangle","tinley park"
"835",NA,"us","triangle","tinley park"
"836",NA,"us","triangle","tinley park"
"837",NA,"us","light","oak forest"
"838",NA,"us","light","evergreen park"
"839",NA,"us","light","alsip"
"840",NA,"us","light","crestwood"
"841",NA,"us","other","cuyahoga falls"
"842",NA,"us","changing","hillside"
"843",NA,"us","triangle","manhattan"
"844",NA,"us","cylinder","oak forest"
"845",NA,"us","light","oak forest"
"846",NA,"us","unknown","oak forest"
"847",NA,"us","triangle","tinley park"
"848",NA,"us","light","posen"
"849",NA,"us","circle","greenup"
"850",NA,"us","light","homestead"
"851",NA,"us","circle","vanderbilt"
"852",NA,"us","disk","albuquerque"
"853",NA,"us","sphere","lake worth"
"854",NA,"us","oval","phoenix"
"855",NA,"us","formation","los angeles"
"856",NA,"us","teardrop","west palm beach"
"857",NA,NA,"triangle","winnamac"
"858",NA,"us","triangle","rogers"
"859",NA,"us","light","liberty hill"
"860",NA,"us","chevron","san jose"
"861",NA,"ca","light","hamilton (canada)"
"862",NA,"us","unknown","napa"
"863",NA,"us","unknown","laurelville"
"864",NA,"us","light","oklahoma city"
"865",NA,"gb","light","buxton (uk/england)"
"866",NA,NA,"changing","montr&eacute;al (canada)"
"867",NA,"us","unknown","central lake"
"868",NA,NA,"other","portage la prairie (canada0"
"869",NA,"us","light","tinley park"
"870",NA,NA,"chevron","lake wasahetchie"
"871",NA,"us","oval","jones"
"872",NA,"us","oval","rio rancho"
"873",NA,NA,"teardrop","bursa (turkey)"
"874",NA,"us","circle","irving"
"875",NA,"us","other","montebello"
"876",NA,NA,"triangle","iraq"
"877",NA,NA,NA,NA
"878",NA,NA,NA,NA
"879",NA,"us","cross","flemington"
"880",NA,"us","rectangle","new york city (bronx)"
"881",NA,"us","circle","mt. pleasant"
"882",NA,"us","oval","plainfield"
"883",NA,"us","cigar","thompson"
"884",NA,NA,"other","obrien"
"885",NA,"us","unknown","algona"
"886",NA,"us","chevron","onion creek"
"887",NA,NA,"disk","west greenwhich"
"888",NA,"us","oval","monkton"
"889",NA,"us","fireball","las vegas"
"890",NA,"us",NA,"austin"
"891",NA,"us","fireball","fall city"
"892",NA,"us","fireball","orchards"
"893",NA,"us","circle","pullman"
"894",NA,"us","teardrop","seattle"
"895",NA,"us","unknown","orchard park"
"896",NA,NA,"unknown","sandrock"
"897",NA,"us","light","seattle"
"898",NA,"us","sphere","roseville"
"899",NA,NA,"changing","tin cup"
"900",NA,"us","fireball","santa fe"
"901",NA,NA,"light","phoenix and saguaro lake"
"902",NA,"us","fireball","winslow"
"903",NA,"us",NA,"cuchara"
"904",NA,"us","changing","glorieta"
"905",NA,"us","light","silver city"
"906",NA,"us","cylinder","wide ruins"
"907",NA,"us","oval","boulder"
"908",NA,"us","light","canon city"
"909",NA,NA,"changing","cerrillos"
"910",NA,"us","circle","denver"
"911",NA,NA,"formation","edwards/vail (between)"
"912",NA,"us","unknown","fairplay"
"913",NA,"us","fireball","hartsel"
"914",NA,"us","light","mccoy"
"915",NA,"us","sphere","pueblo west"
"916",NA,"us","light","santa fe"
"917",NA,"us","formation","taos"
"918",NA,"us","circle","cascade"
"919",NA,"us","sphere","boulder (foothills of)"
"920",NA,"us","fireball","cripple creek"
"921",NA,NA,"light","grand junction (15-20 miles"
"922",NA,"us","formation","raton"
"923",NA,"us","formation","raton"
"924",NA,"us","formation","sedalia"
"925",NA,"us","light","silverthorne"
"926",NA,"us","other","monument"
"927",NA,"us","light","pueblo west"
"928",NA,"us","light","farmington"
"929",NA,"us","circle","san antonio"
"930",NA,"us","diamond","escondido"
"931",NA,"us","flash","los angeles"
"932",NA,"us","oval","dayton"
"933",NA,"ca","circle","barrie (canada)"
"934",NA,"au","oval","adelaide  (south australia)"
"935",NA,NA,"light","sautee nacoochee"
"936",NA,"us","unknown","gadsden"
"937",NA,"us","light","charlotte"
"938",NA,"us","oval","litchfield"
"939",NA,"us","sphere","granville"
"940",NA,"us","triangle","beulaville"
"941",NA,"us","unknown","youngstown"
"942",NA,"us","light","ewa beach"
"943",NA,"ca","disk","north battleford (canada)"
"944",NA,"us","light","tryon"
"945",NA,"us","unknown","ballinger"
"946",NA,"us","other","deer park"
"947",NA,"us","triangle","sanford"
"948",NA,"us","flash","dublin"
"949",NA,"us","triangle","conway"
"950",NA,NA,"disk","kuala lumpur (malaysia)"
"951",NA,"us","cylinder","bryan"
"952",NA,"us","disk","merrick"
"953",NA,"us","cylinder","huntington"
"954",NA,"us","light","lynchburg"
"955",NA,"us","oval","iuka"
"956",NA,"us","fireball","hope mills"
"957",NA,"us","light","lanagan"
"958",NA,"us","oval","dallas"
"959",NA,"us","cigar","pell city"
"960",NA,"us","circle","warwick"
"961",NA,"us","egg","bonham"
"962",NA,"ca","disk","delta (canada)"
"963",NA,"us","light","cabazon"
"964",NA,"us","unknown","glenrock"
"965",NA,"us","circle","marysville"
"966",NA,"us","other","texas city"
"967",NA,"us","circle","wilson"
"968",NA,"us","light","idaho falls"
"969",NA,"us","light","leavenworth"
"970",NA,"us","light","renton"
"971",NA,"us","light","wellington"
"972",NA,NA,"unknown","yerevan (armenia)"
"973",NA,"us","unknown","lacey"
"974",NA,"us","triangle","garrett"
"975",NA,"us","sphere","arlington"
"976",NA,"us","other","sunnyvale"
"977",NA,"us","triangle","kingsport"
"978",NA,NA,"light","grafton"
"979",NA,"us","disk","hogansville"
"980",NA,"us","cylinder","pawtucket"
"981",NA,"us","triangle","canton"
"982",NA,NA,"oval","coitsville"
"983",NA,"us","light","whitefield"
"984",NA,"us","oval","memphis"
"985",NA,NA,"sphere","grafton"
"986",NA,"us","disk","providence"
"987",NA,"us","light","beaver"
"988",NA,"us","triangle","belmont"
"989",NA,"us","circle","belleview"
"990",NA,"us","light","fairfield"
"991",NA,"us","other","redding"
"992",NA,"us","other","delray beach"
"993",NA,"us","light","aripeka"
"994",NA,"us","unknown","chico"
"995",NA,NA,"triangle","james island"
"996",NA,"us","other","middleton"
"997",NA,"us","circle","spotsylvania"
"998",NA,"us","unknown","seattle"
"999",NA,NA,"sphere","sterling heights/utica border"
"1000",NA,"us","disk","waxahachie"
"1001",NA,"us","other","dallas"
"1002",NA,"us","cigar","strasburg"
"1003",NA,"us","light","fayetteville"
"1004",NA,"us","triangle","brunswick"
"1005",NA,"us","oval","arlington"
"1006",NA,NA,"oval","pittsburgh area"
"1007",NA,"ca","changing","saskatoon (canada)"
"1008",NA,"us","unknown","corona"
"1009",NA,"us","light","rock spring"
"1010",NA,NA,"circle","cabot/lonoke"
"1011",NA,NA,"unknown","staten island (over)"
"1012",NA,"us","light","vancouver"
"1013",NA,"ca","other","thunder bay (canada)"
"1014",NA,NA,"unknown","alligator point"
"1015",NA,"us","triangle","san benito"
"1016",NA,"us","unknown","brownwood"
"1017",NA,"us","circle","clinton"
"1018",NA,"us","unknown","boise"
"1019",NA,"us","oval","goshen"
"1020",NA,NA,"cigar","carrieres sous poissy (france)"
"1021",NA,"us","unknown","jacksonville"
"1022",NA,"us","unknown","linn (outside of)"
"1023",NA,"us","triangle","wilmington"
"1024",NA,"us","sphere","cincinnati"
"1025",NA,"us","light","palatine"
"1026",NA,"us","light","hamburg"
"1027",NA,"us","fireball","carlsbad"
"1028",NA,"us","fireball","kansas city"
"1029",NA,"us","fireball","kansas city"
"1030",NA,"us","light","tenino"
"1031",NA,"us","rectangle","mccomb"
"1032",NA,NA,"chevron","bluffton"
"1033",NA,"us","light","fond du lac (crooked lake)"
"1034",NA,NA,"light","greenville area"
"1035",NA,"us","light","conyers"
"1036",NA,NA,"fireball","captiva island"
"1037",NA,NA,"unknown","bluffton"
"1038",NA,"us","formation","homestead"
"1039",NA,"us","unknown","richmond"
"1040",NA,"us","light","colorado springs"
"1041",NA,"us","light","surprise"
"1042",NA,"us","formation","sarasota"
"1043",NA,NA,"circle","hawthorne/los angeles"
"1044",NA,NA,"other","vinton/roanoke"
"1045",NA,"ca","fireball","welland (canada)"
"1046",NA,"us","light","port hueneme"
"1047",NA,"us","oval","leland"
"1048",NA,"us","fireball","hinsdale"
"1049",NA,"us","light","eugene"
"1050",NA,"us","fireball","fontana"
"1051",NA,"us","other","racine"
"1052",NA,"us","unknown","sunfield"
"1053",NA,"us","light","capitola"
"1054",NA,"us","triangle","sauk centre"
"1055",NA,"us","fireball","huntington"
"1056",NA,"us","triangle","novi"
"1057",NA,"us","triangle","colorado springs"
"1058",NA,"us","flash","bel air"
"1059",NA,"us","circle","bakersfield"
"1060",NA,NA,"other","furlong"
"1061",NA,NA,"disk","boulder/niwot"
"1062",NA,NA,"fireball","cobb mountain"
"1063",NA,"us","triangle","muncie"
"1064",NA,"us","unknown","pittsburgh"
"1065",NA,"us","unknown","pittsburgh"
"1066",NA,NA,"light","lincoln"
"1067",NA,"us","light","boulder"
"1068",NA,"us","unknown","thibodaux"
"1069",NA,"us","sphere","webster"
"1070",NA,"us","light","southwest ranches"
"1071",NA,"us","light","tampa"
"1072",NA,"us","fireball","cumming"
"1073",NA,"us","circle","sneedville"
"1074",NA,"us","unknown","white lake"
"1075",NA,"us","triangle","waterloo"
"1076",NA,"us","fireball","middle island (long island)"
"1077",NA,"gb","fireball","london (uk/england)"
"1078",NA,"us","unknown","arlington"
"1079",NA,"us","circle","pittsburgh"
"1080",NA,"us","disk","pittsburgh"
"1081",NA,NA,"other","viet nam (jungles of)"
"1082",NA,"us","chevron","menands (albany)"
"1083",NA,"us","disk","birmingham (just south of)"
"1084",NA,"au","fireball","perth (w. of; southern cross) (western australia)"
"1085",NA,"us","disk","emporia"
"1086",NA,"us","disk","kannapolis"
"1087",NA,"us","triangle","dyersburg"
"1088",NA,"us","circle","alpine"
"1089",NA,"us","rectangle","barnegat"
"1090",NA,"us","light","pearlington"
"1091",NA,"us","light","pearlington"
"1092",NA,"us","disk","swansboro"
"1093",NA,"au","cigar","melbourne (vic&#44 australia)"
"1094",NA,"us","other","schenectady"
"1095",NA,"us","chevron","monticello"
"1096",NA,"us","disk","okeechobee"
"1097",NA,"us","triangle","pueblo"
"1098",NA,"gb","other","poole (uk/england)"
"1099",NA,"us","sphere","huntington beach"
"1100",NA,NA,"light","white tank mountains"
"1101",NA,"us","disk","kenner (34th st.)"
"1102",NA,"us","light","chicago"
"1103",NA,"us","other","franklin"
"1104",NA,NA,"other","miami twp."
"1105",NA,"us","egg","lincoln"
"1106",NA,"us","light","murray"
"1107",NA,"us","fireball","asheville"
"1108",NA,"us","light","asheville"
"1109",NA,"us","triangle","missoula"
"1110",NA,"us","fireball","albany"
"1111",NA,"us","oval","miami"
"1112",NA,NA,"disk","jersey"
"1113",NA,"us","fireball","breezewood"
"1114",NA,"us","cigar","scottsdale"
"1115",NA,"us","triangle","palominas (near ft. huachuca)"
"1116",NA,NA,"chevron","minnesota (central&#44 rural)"
"1117",NA,"us","triangle","port townsend"
"1118",NA,"us","fireball","phoenix"
"1119",NA,"us","other","tulsa"
"1120",NA,"us","formation","little falls (north of)"
"1121",NA,NA,"fireball","norwark"
"1122",NA,"us","other","breckenridge"
"1123",NA,NA,"formation","la serena (vi&ntilde;a del mar) (chile)"
"1124",NA,"us","disk","mountain city"
"1125",NA,"us","disk","new haven"
"1126",NA,"us","cigar","belmont"
"1127",NA,NA,"light","gilbert/mesa/chandler"
"1128",NA,"us","oval","gilbert"
"1129",NA,"us","unknown","gilbert"
"1130",NA,"us","fireball","tulsa"
"1131",NA,NA,"light","brixham&#44 devon (uk/england)"
"1132",NA,"us","light","buckeye"
"1133",NA,"us","circle","miami (kendall)"
"1134",NA,"us","disk","miami"
"1135",NA,NA,"light","dublin (republic of ireland)"
"1136",NA,"us","disk","denver"
"1137",NA,"us","formation","phoenix"
"1138",NA,NA,"other","sainte-suzanne (near switzerland) (france)"
"1139",NA,"gb","triangle","cannock (uk/england)"
"1140",NA,"us","other","eagle river"
"1141",NA,"us","light","redmond"
"1142",NA,"us","disk","san leandro"
"1143",NA,"us","circle","winfield"
"1144",NA,"au","cone","leeman (australia)"
"1145",NA,"us","unknown","san francisco"
"1146",NA,"us","light","tinton falls"
"1147",NA,"us","formation","prescott"
"1148",NA,"us","disk","renton"
"1149",NA,NA,"other","australia (rural)"
"1150",NA,"us","light","rose lake"
"1151",NA,"gb","light","rotherham (uk/england)"
"1152",NA,"us","triangle","paris"
"1153",NA,"us","light","boca raton"
"1154",NA,"us","triangle","paris"
"1155",NA,"ca","triangle","langley (canada)"
"1156",NA,NA,"circle","acton/aqua dulce"
"1157",NA,"us","unknown","albany"
"1158",NA,"us","circle","antioch"
"1159",NA,"us","fireball","auburn"
"1160",NA,"us","other","rosamond"
"1161",NA,"us","other","south bend"
"1162",NA,"us","other","reevesville"
"1163",NA,"ca","circle","pickering (canada)"
"1164",NA,"us","sphere","dallas"
"1165",NA,"ca","light","prince george (canada)"
"1166",NA,NA,"disk","salatiga (indonesia)"
"1167",NA,"us","sphere","fort morgan"
"1168",NA,"us","formation","tacoma"
"1169",NA,"us","other","ripon"
"1170",NA,"us","light","rockville"
"1171",NA,NA,"cylinder","santa anna"
"1172",NA,"us","light","utica"
"1173",NA,"us","sphere","hayward"
"1174",NA,NA,"sphere","antibes (france)"
"1175",NA,NA,"cylinder","&iacute;safj&ouml;r&eth;ur (iceland)"
"1176",NA,"us","light","miami"
"1177",NA,"us","light","north port"
"1178",NA,"us","fireball","belfair"
"1179",NA,"us","triangle","rocklin"
"1180",NA,NA,"circle","delhi (india)"
"1181",NA,"us","fireball","bakersfield"
"1182",NA,"us","oval","bossier city"
"1183",NA,"us","formation","longwood"
"1184",NA,"us","light","farmland"
"1185",NA,"us","flash","republic"
"1186",NA,"ca","circle","richmond hill (canada)"
"1187",NA,"us","light","noblesville"
"1188",NA,NA,"oval","gurgaon (india)"
"1189",NA,"us","light","phoenix"
"1190",NA,"us","sphere","mesa"
"1191",NA,"us","triangle","peoria"
"1192",NA,"us","changing","georgetown"
"1193",NA,"us","unknown","san jose"
"1194",NA,"ca","sphere","cornwall (canada)"
"1195",NA,NA,"oval","cotswold (eastleich) (uk/england)"
"1196",NA,"us","formation","seekonk"
"1197",NA,"us","sphere","altamonte springs"
"1198",NA,"ca","unknown","victoria (canada)"
"1199",NA,"us","light","pontiac"
"1200",NA,"us","triangle","boulder"
"1201",NA,"us","triangle","ogden"
"1202",NA,"us","formation","sedalia"
"1203",NA,"us","light","new york city"
"1204",NA,"us","formation","arcadia"
"1205",NA,"us","sphere","fort washington"
"1206",NA,NA,"oval","monton (canada)"
"1207",NA,"us","unknown","west los angeles"
"1208",NA,NA,"disk","indiana/ohio (in flight)"
